0.000000	-1.968340	-4.068590	0.619195
0.005000	-4.409780	-4.068590	0.619195
0.010000	-8.956970	-4.068590	0.619195
0.015000	-17.563101	-4.068590	0.619195
0.020000	-27.054199	-4.068590	0.619195
0.025000	-33.218800	-4.068590	0.619195
0.030000	-40.085400	-4.068590	0.619195
0.035000	-45.425999	-4.068590	0.619195
0.040000	-42.038502	-4.068590	0.619195
0.045000	-42.435299	-4.068590	0.619195
0.050000	-39.719200	-4.068590	0.619195
0.055000	-29.129400	-4.068590	0.619195
0.060000	-18.112400	-4.068590	0.619195
0.065000	-13.656800	-4.068590	0.619195
0.070000	-10.635500	-4.068590	0.619195
0.075000	-4.592890	-4.068590	0.619195
0.080000	-2.395590	-4.068590	0.619195
0.085000	2.395740	-4.068590	0.619195
0.090000	5.447540	-4.068590	0.619195
0.095000	-0.747619	-4.068590	0.619195
0.100000	-5.844130	-4.068590	0.619195
0.105000	-3.097510	-4.068590	0.619195
0.110000	4.165790	-4.068590	0.619195
0.115000	5.905310	-4.068590	0.619195
0.120000	5.630650	-4.068590	0.619195
0.125000	8.987640	-4.068590	0.619195
0.130000	3.128170	-5.939109	0.619195
0.135000	-1.571610	-7.144159	0.619195
0.140000	1.541230	-7.611618	0.619195
0.145000	3.128170	-7.428980	0.619195
0.150000	0.320513	-6.708362	0.619195
0.155000	2.731440	-5.551677	0.619195
0.160000	4.806660	-4.164707	0.619195
0.165000	2.212630	-2.764344	0.619195
0.170000	4.440450	-1.431010	0.619195
0.175000	6.363090	-0.278406	0.619195
0.180000	3.585940	0.570408	0.619195
0.185000	4.684590	1.130676	0.619195
0.190000	13.412800	1.448242	0.619195
0.195000	14.145200	1.528279	0.619195
0.200000	9.750590	1.424400	0.619195
0.205000	10.299900	1.209959	0.619195
0.210000	12.344600	0.870262	0.619195
0.215000	5.355990	0.425617	0.619195
0.220000	-0.595029	0.001097	0.619195
0.225000	-1.510570	-0.390081	0.619195
0.230000	0.656211	-0.854591	0.619195
0.235000	3.067140	-1.359585	0.619195
0.240000	6.942930	-1.822818	0.619195
0.245000	8.957120	-2.290573	0.619195
0.250000	6.454640	-2.761851	0.619195
0.255000	8.560380	-3.165307	0.619195
0.260000	9.994730	-3.523973	0.619195
0.265000	4.745630	-3.804418	0.619195
0.270000	5.233920	-3.931298	0.619195
0.275000	9.659030	-3.891816	0.619195
0.280000	6.271530	-3.700533	0.619195
0.285000	2.212630	-3.295589	0.619195
0.290000	6.271530	-2.696272	0.619195
0.295000	8.255200	-2.040392	0.619195
0.300000	3.219730	-1.397829	0.619195
0.305000	4.165790	-0.780704	0.619195
0.310000	5.203400	-0.263305	0.619195
0.315000	4.715110	0.101227	0.619195
0.320000	8.590900	0.397942	0.619195
0.325000	9.506440	0.601656	0.619195
0.330000	2.090560	0.626571	0.619195
0.335000	-4.318230	0.487557	0.619195
0.340000	3.189210	0.254900	0.619195
0.345000	5.386510	-0.088237	0.619195
0.350000	-8.346610	-0.553008	0.619195
0.355000	-12.466500	-1.076781	0.619195
0.360000	-14.663800	-1.582756	0.619195
0.365000	-26.291201	-1.971738	0.619195
0.370000	-29.526100	-2.161372	0.619195
0.375000	-27.756100	-2.159431	0.619195
0.380000	-28.671600	-2.023001	0.619195
0.385000	-24.307501	-1.702953	0.619195
0.390000	-22.476500	-1.173828	0.619195
0.395000	-25.497700	-0.615403	0.619195
0.400000	-25.864000	-0.168712	0.619195
0.405000	-20.309700	0.124614	0.619195
0.410000	-22.049200	0.174270	0.619195
0.415000	-31.143600	-0.067772	0.619195
0.420000	-34.897301	-0.528644	0.619195
0.425000	-30.655300	-1.140493	0.619195
0.430000	-29.800800	-1.860418	0.619195
0.435000	-31.082600	-2.541568	0.619195
0.440000	-23.880301	-3.071162	0.619195
0.445000	-23.239401	-3.453765	0.619195
0.450000	-26.260700	-3.667806	0.619195
0.455000	-23.788700	-3.705312	0.619195
0.460000	-18.112400	-3.724403	0.619195
0.465000	-16.250799	-3.862597	0.619195
0.470000	-16.739100	-4.088840	0.619195
0.475000	-14.724900	-4.467971	0.619195
0.480000	-14.602800	-5.278412	0.619195
0.485000	-11.306900	-6.640947	0.619195
0.490000	-9.689410	-8.538013	0.619195
0.495000	-14.358700	-11.008702	0.619195
0.500000	-17.685101	-13.886261	0.619195
0.505000	-10.360800	-16.819588	0.619195
0.510000	-3.402690	-19.530781	0.619195
0.515000	-13.290500	-21.678253	0.619195
0.520000	-23.208900	-22.910717	0.619195
0.525000	-25.528299	-23.058678	0.619195
0.530000	-28.488501	-22.080145	0.619195
0.535000	-29.373501	-19.974325	0.619195
0.540000	-27.542500	-16.900372	0.619195
0.545000	-27.634001	-13.198143	0.619195
0.550000	-26.596399	-9.188227	0.619195
0.555000	-20.584299	-5.117528	0.619195
0.560000	-18.875299	-1.311394	0.619195
0.565000	-28.122299	1.897029	0.619195
0.570000	-35.293999	4.348049	0.619195
0.575000	-37.918598	5.892330	0.619195
0.580000	-50.156300	6.360373	0.619195
0.585000	-59.738998	5.806177	0.619195
0.590000	-62.485600	4.405375	0.619195
0.595000	-72.312401	2.310194	0.619195
0.600000	-94.804199	-0.204360	0.619195
0.605000	-112.199997	-2.761885	0.619195
0.610000	-121.263000	-5.090584	0.619195
0.615000	-135.942993	-6.920448	0.619195
0.620000	-141.557999	-8.000179	0.619195
0.625000	-135.636993	-8.242449	0.619195
0.630000	-138.598007	-7.679841	0.619195
0.635000	-136.858002	-6.291058	0.619195
0.640000	-125.169998	-4.125538	0.619195
0.645000	-120.988998	-1.503293	0.619195
0.650000	-121.813004	1.307288	0.619195
0.655000	-118.546997	4.113516	0.619195
0.660000	-113.054001	6.634123	0.619195
0.665000	-110.337997	8.611443	0.619195
0.670000	-102.128998	9.949904	0.619195
0.675000	-88.181801	10.628608	0.619195
0.680000	-79.514702	10.621964	0.619195
0.685000	-72.617599	9.996134	0.619195
0.690000	-59.403301	8.850802	0.619195
0.695000	-47.867500	7.200270	0.619195
0.700000	-46.738300	5.154140	0.619195
0.705000	-36.301102	2.956314	0.619195
0.710000	-26.535400	0.723299	0.619195
0.715000	-26.199699	-1.440948	0.619195
0.720000	-16.433901	-3.341658	0.619195
0.725000	-1.815750	-4.892973	0.619195
0.730000	1.052950	-6.165093	0.619195
0.735000	4.226820	-7.154114	0.619195
0.740000	13.626400	-7.802742	0.619195
0.745000	18.112499	-8.184004	0.619195
0.750000	16.830799	-8.248485	0.619195
0.755000	22.354500	-7.855592	0.619195
0.760000	29.862000	-7.041420	0.619195
0.765000	28.976999	-5.891653	0.619195
0.770000	38.651199	-4.468291	0.619195
0.775000	50.492199	-2.942519	0.619195
0.780000	50.095402	-1.543258	0.619195
0.785000	46.280701	-0.453332	0.619195
0.790000	52.903099	0.193358	0.619195
0.795000	62.119598	0.268236	0.619195
0.800000	61.234501	-0.223259	0.619195
0.805000	59.494999	-1.130845	0.619195
0.810000	59.983299	-2.353138	0.619195
0.815000	55.283501	-3.745403	0.619195
0.820000	55.344501	-5.010341	0.619195
0.825000	63.859100	-5.874454	0.619195
0.830000	64.591499	-6.227041	0.619195
0.835000	61.478699	-5.909517	0.619195
0.840000	64.927200	-4.844591	0.619195
0.845000	65.537598	-3.132796	0.619195
0.850000	63.126598	-0.820544	0.619195
0.855000	67.551804	2.002815	0.619195
0.860000	73.014503	5.002984	0.619195
0.865000	71.091904	7.868972	0.619195
0.870000	78.324600	10.491718	0.619195
0.875000	89.219597	12.684102	0.619195
0.880000	92.240898	14.188262	0.619195
0.885000	89.890999	14.887222	0.619195
0.890000	85.984703	14.735737	0.619195
0.895000	80.369301	13.693795	0.619195
0.900000	74.204697	11.937292	0.619195
0.905000	68.314697	9.747586	0.619195
0.910000	62.485802	7.336398	0.619195
0.915000	54.215401	4.917961	0.619195
0.920000	49.729198	2.816371	0.619195
0.925000	50.125999	1.286955	0.619195
